group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_pedw_p3_l12_s62,PE-DiffWaveNet,12,3,62,1,1,1,0,7e-4,120,46,8.7201,5.9289,24.14,9.3522,6.2127,10.5361,matrix_N95_PEDiffWaveNet_noleak_g3_noPEgraph_p3_l12_s62,assignment/week2/g3_pedw_p3_l12_s62/training.log,seed=62主实验(全组件); pre_len=3; horizon_weights=1.0,1.0,1.0; PE from cache; early_stop@46; torch_env(Win); RTX4070
