group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_noPEfilm_p6_l12_s62,PE-DiffWaveNet(noPEfilm),12,6,62,1,1,0,0,7e-4,120,24,13.3512,9.6753,43.61,11.9841,7.3914,18.1382,matrix_N95_PEDiffWaveNet_noleak_g3_noPEfilm_p6_l12_s62,assignment/week2/g3_noPEfilm_p6_l12_s62/training.log,seed=62; no_pe_film; PE from cache; early_stop@24; torch_env(Win); RTX4070
