group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_pedw_p3_l24_s42,PE-DiffWaveNet,24,3,42,1,1,1,0,7e-4,120,52,8.6170,5.8386,24.00,9.8890,6.3280,10.3011,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p3_l24_s42,assignment/week2/g3_pedw_p3_l24_s42/training.log,pe_window_step=1; pre_len=3; horizon_weights=1.0,1.0,1.0; early_stop@52; torch_env(Win); RTX4070
