group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_noPEgraph_p6_l12_s62,PE-DiffWaveNet(noPEgraph),12,6,62,1,0,1,0,7e-4,120,27,11.9858,8.7297,38.78,12.0156,7.6128,14.9270,matrix_N95_PEDiffWaveNet_noleak_g3_noPEgraph_p6_l12_s62,assignment/week2/g3_noPEgraph_p6_l12_s62/training.log,seed=62; no_pe_graph(FIXED); PE from cache; early_stop@27; torch_env(Win); RTX4070
