group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_pedw_p6_l12_s62,PE-DiffWaveNet,12,6,62,1,1,1,0,7e-4,120,22,11.5357,8.2902,35.59,12.6472,7.1645,14.4262,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p6_l12_s62,assignment/week2/g3_pedw_p6_l12_s62/training.log,seed=62主实验(全组件); pe_window_step=1; PE from cache; early_stop@22; torch_env(Win); RTX4070
