group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_nodiff_pe_p6_l12_s42,PE-Graph(noDiff),12,6,42,0,1,1,0,7e-4,120,19,11.3065,7.7523,31.26,14.5219,6.6742,14.2207,matrix_N95_PEDiffWaveNet_noleak_g3_nodiff_pe_p6_l12_s42,assignment/week2/g3_nodiff_pe_p6_l12_s42/training.log,pe_window_step=1; no_diffusion; seq_len=12; pre_len=6; PE from cache; early_stop@19; torch_env(Win); RTX4070
