group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_pedw_p6_l24_s42,PE-DiffWaveNet,24,6,42,1,1,1,0,7e-4,120,50,11.0658,7.6683,30.88,13.9266,6.6469,13.8245,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p6_l24_s42,assignment/week2/g3_pedw_p6_l24_s42/training.log,pe_window_step=1; early_stop@50; torch_env(Win); RTX4070
