group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_noPEfilm_p3_l12_s62,PE-DiffWaveNet(noPEfilm),12,3,62,1,1,0,0,7e-4,120,17,9.8412,7.2005,28.01,10.4944,7.6693,11.3665,matrix_N95_PEDiffWaveNet_noleak_g3_noPEfilm_p3_l12_s62,assignment/week2/g3_noPEfilm_p3_l12_s62/training.log,seed=62; no_pe_film; pre_len=3; horizon_weights=1.0,1.0,1.0; PE from cache; early_stop@17; torch_env(Win); RTX4070
