date,pollutant,mean,std,min,max,count
2022-01-24,PM10,116.66100937918713,41.77647246577017,1.0,269.0,2239
2022-01-25,O3,39.812134831460675,25.0416235281509,1.0,96.0,2225
2022-01-25,PM2.5,86.84564056939502,56.43081234945012,1.0,249.0,2248
2022-01-25,PM10,95.97795497185741,58.73192494248873,1.0,259.0,2132
2022-01-26,O3,43.97164377492246,20.940917215450867,1.0,126.0,2257
2022-01-26,PM2.5,44.10669642857143,50.89351409154624,1.0,251.0,2240
2022-01-26,PM10,57.70040668775418,59.33013006321968,1.0,315.0,2213
2022-01-27,O3,40.96393588601959,22.651194575017882,1.0,90.0,2246
2022-01-27,PM2.5,45.66919642857143,46.56358879145793,1.0,256.0,2240
2022-01-27,PM10,60.073028673835125,54.1927277931813,1.0,317.0,2232
2022-01-28,O3,42.282222222222224,21.432413550911246,1.0,116.0,2250
2022-01-28,PM2.5,46.381291759465476,52.86275718937867,1.0,276.0,2245
2022-01-28,PM10,60.317051509769094,60.53119516798332,2.0,316.0,2252
2022-01-29,O3,41.48737261852016,25.049352174449638,1.0,166.0,2257
2022-01-29,PM2.5,53.144754316069054,49.26060495201459,1.0,255.0,2259
2022-01-29,PM10,70.02764155149353,56.94234628826872,1.0,280.0,2243
2022-01-30,O3,45.9490474080638,30.000554864547738,1.0,128.0,2257
2022-01-30,PM2.5,85.62992474546259,56.16706021310342,2.0,315.0,2259
2022-01-30,PM10,112.81175430844013,60.6056988439378,3.0,318.0,2263
2022-01-31,O3,66.57617360496015,13.527772144516385,5.0,103.0,2258
2022-01-31,PM2.5,25.218011591618367,35.69273934148758,1.0,227.0,2243
