group,student,experiment_id,model,seq_len,pre_len,seed,use_diffusion,use_pe_graph,use_pe_film,pe_adaptive_loss,lr,epochs,best_epoch,rmse,mae,mape,peak_rmse,step1_rmse,step6_rmse,output_dir,log_file,notes
g3,A,g3_pedw_p6_l24_s42,PE-DiffWaveNet,24,6,42,1,1,1,0,7e-4,120,50,11.0658,7.6683,30.88,13.9266,6.6469,13.8245,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p6_l24_s42,assignment/week2/g3_pedw_p6_l24_s42/training.log,基准实验; pe_window_step=1; torch_env(Win); RTX4070
g3,A,g3_nodiff_pe_p6_l24_s42,PE-Graph(noDiff),24,6,42,0,1,1,0,7e-4,120,15,11.0391,7.6533,30.14,15.3579,6.6513,13.7737,matrix_N95_PEDiffWaveNet_noleak_g3_nodiff_pe_p6_l24_s42,assignment/week2/g3_nodiff_pe_p6_l24_s42/training.log,基准消融(noDiff); pe_window_step=1; torch_env(Win); RTX4070
g3,A,g3_pedw_p3_l24_s42,PE-DiffWaveNet,24,3,42,1,1,1,0,7e-4,120,52,8.6170,5.8386,24.00,9.8890,6.3280,10.3011,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p3_l24_s42,assignment/week2/g3_pedw_p3_l24_s42/training.log,pre_len=3; horizon_weights=1.0,1.0,1.0; torch_env(Win); RTX4070
g3,A,g3_pedw_p3_l12_s42,PE-DiffWaveNet,12,3,42,1,1,1,0,7e-4,120,32,9.1081,6.5377,27.99,9.0892,7.2571,10.6671,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p3_l12_s42,assignment/week2/g3_pedw_p3_l12_s42/training.log,seq12 pre3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_pedw_p6_l12_s42,PE-DiffWaveNet,12,6,42,1,1,1,0,7e-4,120,30,11.5857,8.3674,34.50,12.7160,7.4382,14.1008,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p6_l12_s42,assignment/week2/g3_pedw_p6_l12_s42/training.log,seq12; PE from cache; torch_env(Win); RTX4070
g3,A,g3_nodiff_pe_p3_l24_s42,PE-Graph(noDiff),24,3,42,0,1,1,0,7e-4,120,44,8.8114,5.9033,25.26,9.8056,6.3289,10.6172,matrix_N95_PEDiffWaveNet_noleak_g3_nodiff_pe_p3_l24_s42,assignment/week2/g3_nodiff_pe_p3_l24_s42/training.log,noDiff pre3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_nodiff_pe_p3_l12_s42,PE-Graph(noDiff),12,3,42,0,1,1,0,7e-4,120,13,9.1661,6.3666,26.84,10.8466,6.7057,11.0991,matrix_N95_PEDiffWaveNet_noleak_g3_nodiff_pe_p3_l12_s42,assignment/week2/g3_nodiff_pe_p3_l12_s42/training.log,noDiff seq12 pre3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_nodiff_pe_p6_l12_s42,PE-Graph(noDiff),12,6,42,0,1,1,0,7e-4,120,19,11.3065,7.7523,31.26,14.5219,6.6742,14.2207,matrix_N95_PEDiffWaveNet_noleak_g3_nodiff_pe_p6_l12_s42,assignment/week2/g3_nodiff_pe_p6_l12_s42/training.log,noDiff seq12 pre6; PE from cache; torch_env(Win); RTX4070
g3,A,g3_pedw_p6_l12_s62,PE-DiffWaveNet,12,6,62,1,1,1,0,7e-4,120,22,11.5357,8.2902,35.59,12.6472,7.1645,14.4262,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p6_l12_s62,assignment/week2/g3_pedw_p6_l12_s62/training.log,seed=62 主实验(全组件); PE from cache; torch_env(Win); RTX4070
g3,A,g3_pedw_p3_l12_s62,PE-DiffWaveNet,12,3,62,1,1,1,0,7e-4,120,46,8.7201,5.9289,24.14,9.3522,6.2127,10.5361,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p3_l12_s62,assignment/week2/g3_pedw_p3_l12_s62/training.log,seed=62 主实验(全组件); pre_len=3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_pedw_p3_l24_s62,PE-DiffWaveNet,24,3,62,1,1,1,0,7e-4,120,52,8.7856,6.0620,24.95,9.4334,6.4858,10.5211,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p3_l24_s62,assignment/week2/g3_pedw_p3_l24_s62/training.log,seed=62 主实验(全组件); seq24 pre3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_pedw_p6_l24_s62,PE-DiffWaveNet,24,6,62,1,1,1,0,7e-4,120,15,11.8211,8.4736,33.77,13.9880,8.1810,14.2306,matrix_N95_PEDiffWaveNet_noleak_g3_pedw_p6_l24_s62,assignment/week2/g3_pedw_p6_l24_s62/training.log,seed=62 主实验(全组件); seq24 pre6; PE from cache; torch_env(Win); RTX4070
g3,A,g3_noPEgraph_p6_l12_s62,PE-DiffWaveNet(noPEgraph),12,6,62,1,0,1,0,7e-4,120,27,11.9858,8.7297,38.78,12.0156,7.6128,14.9270,matrix_N95_PEDiffWaveNet_noleak_g3_noPEgraph_p6_l12_s62,assignment/week2/g3_noPEgraph_p6_l12_s62/training.log,seed=62 noPEgraph(FIXED); PE from cache; torch_env(Win); RTX4070
g3,A,g3_noPEgraph_p3_l12_s62,PE-DiffWaveNet(noPEgraph),12,3,62,1,0,1,0,7e-4,120,32,9.3516,6.6670,27.70,9.2076,6.7822,11.4463,matrix_N95_PEDiffWaveNet_noleak_g3_noPEgraph_p3_l12_s62,assignment/week2/g3_noPEgraph_p3_l12_s62/training.log,seed=62 noPEgraph(FIXED); pre_len=3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_noPEgraph_p3_l24_s62,PE-DiffWaveNet(noPEgraph),24,3,62,1,0,1,0,7e-4,120,50,8.7578,5.9541,24.95,9.4498,6.5139,10.4065,matrix_N95_PEDiffWaveNet_noleak_g3_noPEgraph_p3_l24_s62,assignment/week2/g3_noPEgraph_p3_l24_s62/training.log,seed=62 noPEgraph(FIXED); seq24 pre3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
g3,A,g3_noPEgraph_p6_l24_s62,PE-DiffWaveNet(noPEgraph),24,6,62,1,0,1,0,7e-4,120,30,11.1580,8.0206,32.56,13.3895,7.3223,13.4438,matrix_N95_PEDiffWaveNet_noleak_g3_noPEgraph_p6_l24_s62,assignment/week2/g3_noPEgraph_p6_l24_s62/training.log,seed=62 noPEgraph(FIXED); seq24 pre6; PE from cache; torch_env(Win); RTX4070
g3,A,g3_noPEfilm_p6_l12_s62,PE-DiffWaveNet(noPEfilm),12,6,62,1,1,0,0,7e-4,120,24,13.3512,9.6753,43.61,11.9841,7.3914,18.1382,matrix_N95_PEDiffWaveNet_noleak_g3_noPEfilm_p6_l12_s62,assignment/week2/g3_noPEfilm_p6_l12_s62/training.log,seed=62 noPEfilm; PE from cache; torch_env(Win); RTX4070
g3,A,g3_noPEfilm_p3_l12_s62,PE-DiffWaveNet(noPEfilm),12,3,62,1,1,0,0,7e-4,120,17,9.8412,7.2005,28.01,10.4944,7.6693,11.3665,matrix_N95_PEDiffWaveNet_noleak_g3_noPEfilm_p3_l12_s62,assignment/week2/g3_noPEfilm_p3_l12_s62/training.log,seed=62 noPEfilm; pre_len=3; horizon_weights=1.0,1.0,1.0; PE from cache; torch_env(Win); RTX4070
